"","lng","lat","facname","facdomain","borocd"
"20043",-73.911746,40.871456,"P.S. 018 Park Terrace","Education, Child Welfare, and Youth",112
"20044",-73.9415,40.834086,"The Jewel Of Harlem Centers","Education, Child Welfare, and Youth",112
"20045",-73.942534,40.839907,"NYP/Columbia U Medical Center Pediatric PSychiatric Clinic","Health and Human Services",112
"20046",-73.934384,40.856027,"Orchestrating Dreams, Inc.","Libraries and Cultural Programs",112
"20047",-73.944629,40.832564,"North Presbyterian Church","Health and Human Services",112
"20048",-73.944302,40.832432,"Northern Manhattan Perinatal Partnership, Inc.","Education, Child Welfare, and Youth",112
"20049",-73.930444,40.859711,"Peak Time Parking Inc.","Core Infrastructure and Transportation",112
"20050",-73.923197,40.86603,"Nicholas Cardell DCC","Education, Child Welfare, and Youth",112
"20051",-73.934876,40.842691,"Community Association of Progressive Dominicans - Manhattan","Education, Child Welfare, and Youth",112
"20052",-73.931801,40.848208,"181 Park Corp.","Core Infrastructure and Transportation",112
"20053",-73.929611,40.849292,"Heights 183 Parking LLC","Core Infrastructure and Transportation",112
"20054",-73.936065,40.84491,"Incarnation School","Education, Child Welfare, and Youth",112
"20055",-73.934272,40.843476,"Highbridge Rec Center","Education, Child Welfare, and Youth",112
"20056",-73.930016,40.860897,"M.S. 322","Education, Child Welfare, and Youth",112
"20057",-73.930584,40.86008,"MIH Experience OP","Health and Human Services",112
"20058",-73.942541,40.837259,"Broadway Malls","Parks, Gardens, and Historical Sites",112
"20059",-73.936082,40.8399,"New 33rd Precinct","Public Safety, Emergency Services, and Administration of Justice",112
"20060",-73.933563,40.853378,"P.S. 048 P.O. Michael J. Buczek","Education, Child Welfare, and Youth",112
"20061",-73.93508,40.852985,"Yeshiva Rabbi Samson Raphael Hirsch","Education, Child Welfare, and Youth",112
"20062",-73.927402,40.855047,"Montessori On The Park","Education, Child Welfare, and Youth",112
"20063",-73.938727,40.839362,"Audubon Adult Day Treatment Program","Health and Human Services",112
"20064",-73.940252,40.84105,"Washington Hgts Hlth Ctr","Health and Human Services",112
"20065",-73.923254,40.866118,"Nicholas Cardell Day Care","Education, Child Welfare, and Youth",112
"20066",-73.936608,40.843333,"Incarnation Childrens Center Inc","Health and Human Services",112
"20067",-73.93704,40.847012,"Northern Manhattan Improvement Corporation","Education, Child Welfare, and Youth",112
"20068",-73.944668,40.839339,"Fort Washington Houses","Health and Human Services",112
"20069",-73.927909,40.854783,"Caring Partners","Education, Child Welfare, and Youth",112
"20070",-73.92723,40.853106,"NYC Parks-Raoul Wallenberg Plgd","Education, Child Welfare, and Youth",112
"20071",-73.944629,40.832564,"Northern Manhattan Perinatal","Education, Child Welfare, and Youth",112
"20072",-73.942097,40.842571,"New Heights Neighborhood Center","Education, Child Welfare, and Youth",112
"20073",-73.946063,40.840767,"Fort Washington Park","Parks, Gardens, and Historical Sites",112
"20074",-73.942447,40.833392,"Community Health Academy Of The Heights","Education, Child Welfare, and Youth",112
"20075",-73.926191,40.855599,"High School For Health Careers And Sciences","Education, Child Welfare, and Youth",112
"20076",-73.913024,40.873338,"Central Parking System Of New York,Inc.","Core Infrastructure and Transportation",112
"20077",-73.939676,40.837829,"St. Rose Of Lima School","Education, Child Welfare, and Youth",112
"20078",-73.934687,40.850655,"I.S. 528 Bea Fuller Rodgers School","Education, Child Welfare, and Youth",112
"20079",-73.911746,40.871456,"PS 18 Park Terrace","Education, Child Welfare, and Youth",112
"20080",-73.927248,40.854343,"Isabella Geriatric Center Inc","Health and Human Services",112
"20081",-73.935786,40.850825,"Children's Arts & Science Workshops, Inc.","Libraries and Cultural Programs",112
"20082",-73.941863,40.834276,"Community League of the Heights","Health and Human Services",112
"20083",-73.941255,40.834772,"P.S. 004 Duke Ellington","Education, Child Welfare, and Youth",112
"20084",-73.931652,40.847824,"Empire Collision And Auto Body Inc.","Core Infrastructure and Transportation",112
"20085",-73.941602,40.841003,"New York Presbyterian Hospital - Columbia Presbyterian Center","Health and Human Services",112
"20086",-73.940248,40.841049,"Washington Hgts Hlth Ctr","Health and Human Services",112
"20087",-73.937632,40.837833,"J & B Parking Garage, Inc.","Core Infrastructure and Transportation",112
"20088",-73.935114,40.846159,"PS 115 Alexander Humboldt School","Education, Child Welfare, and Youth",112
"20089",-73.911914,40.871685,"Elementary School","Education, Child Welfare, and Youth",112
"20090",-73.936713,40.839031,"The Children's Aid To Society At PS","Education, Child Welfare, and Youth",112
"20091",-73.939204,40.854517,"Laz Parking New York / New Jersey, LLC","Core Infrastructure and Transportation",112
"20092",-73.92804,40.86376,"Our Lady Queen Of Martyrs School","Education, Child Welfare, and Youth",112
"20093",-73.931757,40.853146,"St. Elizabeth Pre Kindergarten","Education, Child Welfare, and Youth",112
"20094",-73.932184,40.84836,"Washington Heights Workforce1 Career Center","Health and Human Services",112
"20095",-73.932072,40.858544,"Inwood NY Garage, LLC","Core Infrastructure and Transportation",112
"20096",-73.93696,40.852135,"Living Arts Productions","Libraries and Cultural Programs",112
"20097",-73.929531,40.860214,"Ym & Ywha Of Washington Heights And Inwood","Education, Child Welfare, and Youth",112
"20098",-73.939612,40.839181,"CCCs - Alianza Cultural Center","Health and Human Services",112
"20099",-73.935707,40.839358,"M.S. 324 - Patria Mirabal","Education, Child Welfare, and Youth",112
"20100",-73.939785,40.850518,"Royal Family Productions, Inc.","Libraries and Cultural Programs",112
"20101",-73.93514,40.850924,"Equity Project Charter School -","Education, Child Welfare, and Youth",112
"20102",-73.933563,40.853378,"PS 48","Education, Child Welfare, and Youth",112
"20103",-73.922311,40.858402,"The Children's Aid Society","Education, Child Welfare, and Youth",112
"20104",-73.920199,40.861277,"Oasis Auto Repair & Garage Corp.","Core Infrastructure and Transportation",112
"20105",-73.933563,40.853378,"P.S. 138","Education, Child Welfare, and Youth",112
"20106",-73.927608,40.860048,"The Children's Aid Society","Education, Child Welfare, and Youth",112
"20107",-73.930672,40.86079,"I.S. 218 I S 218 Salome Urena","Education, Child Welfare, and Youth",112
"20108",-73.924524,40.866135,"Alicia M. Ferrer Mental Health Clinic","Health and Human Services",112
"20109",-73.946912,40.833389,"Hispanic Society Of America","Libraries and Cultural Programs",112
"20110",-73.938462,40.851288,"Double Entendre Music Ensemble, Inc.","Libraries and Cultural Programs",112
"20111",-73.938875,40.850253,"Project Y Theatre, Inc.","Libraries and Cultural Programs",112
"20112",-73.916717,40.868022,"Edison NY Parking LLC","Core Infrastructure and Transportation",112
"20113",-73.939612,40.837658,"St. Rose Of Lima","Education, Child Welfare, and Youth",112
"20114",-73.931708,40.853215,"St Elizabeth School","Education, Child Welfare, and Youth",112
"20115",-73.91548,40.870552,"Tri-State Transporters, Inc.","Core Infrastructure and Transportation",112
"20116",-73.926625,40.855801,"GED P2g-George Washington Ed - Ahsep","Education, Child Welfare, and Youth",112
"20117",-73.932204,40.86236,"Fort Tryon Park","Parks, Gardens, and Historical Sites",112
"20118",-73.941304,40.842139,"On Track Partnership School","Education, Child Welfare, and Youth",112
"20119",-73.922385,40.858767,"Children's Aid Society's P.S. 5 Early Childhood Program","Education, Child Welfare, and Youth",112
"20120",-73.932073,40.857071,"New York Neuro & Rehab Center","Health and Human Services",112
"20121",-73.938727,40.839362,"Washington Heights ACNC-Audubon","Health and Human Services",112
"20122",-73.923254,40.866118,"Regional Aid For Interim Needs Inc","Health and Human Services",112
"20123",-73.945698,40.83339,"Boricua College","Education, Child Welfare, and Youth",112
"20124",-73.930915,40.849255,"Washington Heights Expeditionary Learning School","Education, Child Welfare, and Youth",112
"20125",-73.922869,40.858968,"P.S. 5","Health and Human Services",112
"20126",-73.924835,40.866053,"IS 52","Education, Child Welfare, and Youth",112
"20127",-73.932487,40.852462,"New York Music Foundation, Inc.","Libraries and Cultural Programs",112
"20128",-73.939132,40.847976,"City Owned Property","Administration of Government",112
"20129",-73.922595,40.860359,"Friends Of Crown Height Educational Centers","Education, Child Welfare, and Youth",112
"20130",-73.922595,40.860359,"Friends Of Crown Heights 28","Education, Child Welfare, and Youth",112
"20131",-73.918432,40.863797,"207 Parking LLC","Core Infrastructure and Transportation",112
"20132",-73.913998,40.869517,"Bronx 7/8 Garage","Administration of Government",112
"20133",-73.933932,40.85324,"USDA-CEO P138m At PS 48m","Education, Child Welfare, and Youth",112
"20134",-73.921207,40.861366,"NYCHA Dyckman Houses","Education, Child Welfare, and Youth",112
"20135",-73.928442,40.862971,"Inwood Adult Outpatient Clinic","Health and Human Services",112
"20136",-73.933344,40.854593,"Arca Parking, Inc.","Core Infrastructure and Transportation",112
"20137",-73.933741,40.853221,"P.S. 048 P.O. Michael J Buczek","Education, Child Welfare, and Youth",112
"20138",-73.940947,40.835909,"Eng 84, Lad 34","Public Safety, Emergency Services, and Administration of Justice",112
"20139",-73.927604,40.852631,"P.S. 189 P.S.  189","Education, Child Welfare, and Youth",112
"20140",-73.918598,40.865504,"Autorama Enterprises Inc.","Core Infrastructure and Transportation",112
"20141",-73.931659,40.85271,"Fort George Community Enrichment Center, Inc.","Education, Child Welfare, and Youth",112
"20142",-73.937599,40.836216,"Edgecombe Residential Treatment Facility","Public Safety, Emergency Services, and Administration of Justice",112
"20143",-73.93385,40.847883,"Fort Washington","Libraries and Cultural Programs",112
"20144",-73.938575,40.838382,"Gregorio Luperon High School For Science And Mathematics","Education, Child Welfare, and Youth",112
"20145",-73.927857,40.852959,"P.S. 189","Education, Child Welfare, and Youth",112
"20146",-73.929531,40.860214,"Ym Ywha Of Washington Heights And Inwood Inc","Health and Human Services",112
"20147",-73.942152,40.831616,"PS 28 Plygd/Wright Bros Pk-Jop","Parks, Gardens, and Historical Sites",112
"20148",-73.9415,40.834086,"Community League Of The Heights","Health and Human Services",112
"20149",-73.93535,40.848465,"International Pentecostal Church","Health and Human Services",112
"20150",-73.9379,40.845375,"Fort Washington Presbyterian Church","Parks, Gardens, and Historical Sites",112
"20151",-73.93508,40.852985,"Yeshivath Rabbi Samson Raphael Hirsch","Education, Child Welfare, and Youth",112
"20152",-73.916582,40.868834,"People's Theatre Project, Inc.","Libraries and Cultural Programs",112
"20153",-73.913855,40.870093,"216-10 NY Parking Corp","Core Infrastructure and Transportation",112
"20154",-73.939612,40.839181,"Columbia University L/T Lease","Administration of Government",112
"20155",-73.927857,40.852959,"PS 189","Education, Child Welfare, and Youth",112
"20156",-73.935114,40.846159,"P.S. 115 Alexander Humboldt","Education, Child Welfare, and Youth",112
"20157",-73.937663,40.84734,"Metropolitan Parking Group LLC","Core Infrastructure and Transportation",112
"20158",-73.947537,40.835145,"Quik Park Riverside Garage LLC","Core Infrastructure and Transportation",112
"20159",-73.939889,40.833315,"United Federation Of Black Community Organization, Inc.","Education, Child Welfare, and Youth",112
"20160",-73.933312,40.845344,"Dominican Women's Development Center","Education, Child Welfare, and Youth",112
"20161",-73.927898,40.864315,"Fresh Squeezed Opera Company","Libraries and Cultural Programs",112
"20162",-73.926373,40.866158,"Broadway Clinic","Health and Human Services",112
"20163",-73.938485,40.841822,"Ind Washington Ht Substation","Core Infrastructure and Transportation",112
"20164",-73.931659,40.85271,"Ft. George Head Start","Education, Child Welfare, and Youth",112
"20165",-73.932184,40.84836,"Centro Social La Esperanza  Inc.","Health and Human Services",112
"20166",-73.912598,40.870847,"Finest Cic Corp","Core Infrastructure and Transportation",112
"20167",-73.942002,40.831482,"P.S. 028 Wright Brothers","Education, Child Welfare, and Youth",112
"20168",-73.9131,40.868425,"207th Street Yard - Signal Service Building and Tower B (IND)","Parks, Gardens, and Historical Sites",112
"20169",-73.926191,40.855599,"George Washington HS & Af","Parks, Gardens, and Historical Sites",112
"20170",-73.930915,40.849255,"Intermediate School 143 Eleanor Roosevelt","Health and Human Services",112
"20171",-73.946637,40.833364,"Hispanic Society of America","Libraries and Cultural Programs",112
"20172",-73.941462,40.841926,"Project Renewal Health Ft. Washington","Health and Human Services",112
"20173",-73.934353,40.852276,"185th Operating LLC","Core Infrastructure and Transportation",112
"20174",-73.937104,40.837878,"The Barrington Travel Group, Inc.","Core Infrastructure and Transportation",112
"20175",-73.9241,40.86116,"Dyckman","Health and Human Services",112
"20176",-73.93508,40.852985,"Yeshiva Rabbi S R Hirsch","Education, Child Welfare, and Youth",112
"20177",-73.922573,40.861719,"Dyckman (1)","Education, Child Welfare, and Youth",112
"20178",-73.935707,40.839358,"I S 90","Health and Human Services",112
"20179",-73.941226,40.834762,"P.S. 004 Duke Ellington","Education, Child Welfare, and Youth",112
"20180",-73.939245,40.840483,"Sp Plus Corporation","Core Infrastructure and Transportation",112
"20181",-73.935913,40.839427,"IS 90 Mirabel Sisters School","Education, Child Welfare, and Youth",112
"20182",-73.9239,40.866366,"Amistad Dual Language School","Education, Child Welfare, and Youth",112
"20183",-73.937279,40.846123,"Northern Manhattan Improvement Corp.","Health and Human Services",112
"20184",-73.931786,40.847457,"Highbridge Clinic OTP","Health and Human Services",112
"20185",-73.927972,40.865809,"Lt. Wm. Tighe Triangle","Parks, Gardens, and Historical Sites",112
"20186",-73.930016,40.860897,"I.S. 218 Salome Urena","Education, Child Welfare, and Youth",112
"20187",-73.937279,40.846123,"Nmic Main Office","Education, Child Welfare, and Youth",112
"20188",-73.926191,40.855599,"High School For Law And Public Service","Education, Child Welfare, and Youth",112
"20189",-73.929499,40.866854,"Diamond 1 Parking Garage, Inc.","Core Infrastructure and Transportation",112
"20190",-73.93159,40.847177,"Alianza Dominicana, Inc. - Manhattan","Education, Child Welfare, and Youth",112
"20191",-73.928618,40.866124,"Jte Service Station, Inc.","Core Infrastructure and Transportation",112
"20192",-73.932346,40.848422,"MIH Victory, Inc. OP","Health and Human Services",112
"20193",-73.936832,40.837793,"Rena Day Care Center","Education, Child Welfare, and Youth",112
"20194",-73.9241,40.86116,"Dyckman Family Health Center","Health and Human Services",112
"20195",-73.940007,40.840163,"Mitchel Square Park","Parks, Gardens, and Historical Sites",112
"20196",-73.927817,40.86014,"P.S. 152 Dyckman Valley","Education, Child Welfare, and Youth",112
"20197",-73.917808,40.867781,"P.S. 098 Shorac Kappock","Education, Child Welfare, and Youth",112
"20198",-73.942804,40.848338,"Park/Plot","Parks, Gardens, and Historical Sites",112
"20199",-73.940373,40.839241,"Former Audubon Ballroom","Education, Child Welfare, and Youth",112
"20200",-73.935199,40.846436,"Kipp Star Elementary Charter School","Education, Child Welfare, and Youth",112
"20201",-73.940632,40.83924,"Audubon Ballroom Family Center","Health and Human Services",112
"20202",-73.941598,40.851551,"Plaza Lafayette","Parks, Gardens, and Historical Sites",112
"20203",-73.996916,40.725048,"Noble Desktop LLC","Education, Child Welfare, and Youth",102
"20204",-73.99898,40.718766,"Chinatown Dialysis Center, LLC","Health and Human Services",102
"20205",-73.999324,40.736461,"Tgl Garage LLC","Core Infrastructure and Transportation",102
"20206",-74.005702,40.740372,"Gansevoort Plaza","Parks, Gardens, and Historical Sites",102
"20207",-74.010239,40.726823,"Future MN 1/2/5 Garage","Administration of Government",102
"20208",-74.005553,40.724164,"The Door","Health and Human Services",102
"20209",-74.004332,40.725899,"Lindsay's Theatre","Libraries and Cultural Programs",102
"20210",-73.998636,40.737801,"Salvation Army New York Temple","Health and Human Services",102
"20211",-73.997197,40.728075,"Comm Bd 2","Administration of Government",102
"20212",-74.00289,40.722445,"Drawing Center, Inc.","Libraries and Cultural Programs",102
"20213",-73.998636,40.737801,"The Salvation Army New York Temple","Health and Human Services",102
"20214",-73.994443,40.734247,"Salmagundi Club","Libraries and Cultural Programs",102
"20215",-74.006396,40.723277,"Language Institute For English","Education, Child Welfare, and Youth",102
"20216",-74.001065,40.738018,"Center CARE Recovery OP 1","Health and Human Services",102
"20217",-73.990839,40.729982,"Astor Place Plaza","Parks, Gardens, and Historical Sites",102
"20218",-74.005553,40.724164,"The Door","Health and Human Services",102
"20219",-73.997692,40.725057,"Art Beyond Sight, Inc.","Libraries and Cultural Programs",102
"20220",-74.005328,40.722174,"Vesuvio Pool","Education, Child Welfare, and Youth",102
"20221",-73.994177,40.725958,"Culture Project, Inc.","Libraries and Cultural Programs",102
"20222",-73.994082,40.734728,"Art Omi Inc.","Libraries and Cultural Programs",102
"20223",-73.992506,40.726991,"Eng 33, Lad 9","Public Safety, Emergency Services, and Administration of Justice",102
"20224",-73.991536,40.727828,"Blake Business School","Education, Child Welfare, and Youth",102
"20225",-73.997999,40.717578,"Kennee Parking Corp.","Core Infrastructure and Transportation",102
"20226",-74.004963,40.727693,"Arrojo Cosmetology School","Education, Child Welfare, and Youth",102
"20227",-73.989897,40.733979,"Danisar Productions, Inc.","Libraries and Cultural Programs",102
"20228",-73.991121,40.731211,"Cooper & 9th Parking LLC","Core Infrastructure and Transportation",102
"20229",-73.999197,40.729367,"Thompson St. Parking Corp.","Core Infrastructure and Transportation",102
"20230",-73.991513,40.730599,"id Theatre Inc","Libraries and Cultural Programs",102
"20231",-73.999008,40.738098,"Pratt Institute Manhattan Cntr","Education, Child Welfare, and Youth",102
"20232",-74.002936,40.730014,"The Downing Street Playgroup, Inc.","Education, Child Welfare, and Youth",102
"20233",-73.991793,40.732434,"Abraham Lincoln Brigade Archives","Libraries and Cultural Programs",102
"20234",-73.995006,40.732053,"Brevoort Parking LLC","Core Infrastructure and Transportation",102
"20235",-73.992721,40.72978,"Hetrick- Martin Institute","Health and Human Services",102
"20236",-73.993162,40.727296,"Edison NY Parking LLC","Core Infrastructure and Transportation",102
"20237",-73.9946,40.725995,"Bleecker Street Subway Station (IRT)","Parks, Gardens, and Historical Sites",102
"20238",-74.006039,40.725356,"Center For Traditional Music And Dan","Libraries and Cultural Programs",102
"20239",-74.005143,40.72412,"The Door - A Center Of Alternatives","Education, Child Welfare, and Youth",102
"20240",-74.005566,40.724766,"Varick Street Parking LLC","Core Infrastructure and Transportation",102
"20241",-74.008871,40.72946,"Elba Operating Corp.","Core Infrastructure and Transportation",102
"20242",-73.9909,40.730076,"Bleecker Street Subway Station (IRT)","Parks, Gardens, and Historical Sites",102
"20243",-73.991121,40.731211,"Stewart House Car Park, Inc","Core Infrastructure and Transportation",102
"20244",-74.009011,40.73656,"Naked Angels, Ltd.","Libraries and Cultural Programs",102
"20245",-74.012726,40.729418,"Pier 40 Baseball Camp","Education, Child Welfare, and Youth",102
"20246",-74.00192,40.734211,"Ribar Parking LLC","Core Infrastructure and Transportation",102
"20247",-73.994494,40.727101,"Bond Street Theatre Coalition, Ltd.","Libraries and Cultural Programs",102
"20248",-73.995506,40.717502,"Shuang Wen Academy Network At Bowery","Education, Child Welfare, and Youth",102
"20249",-73.997907,40.729784,"Lavner Camps","Education, Child Welfare, and Youth",102
"20250",-73.997238,40.732382,"New York Studio School of Drawing, Painting & Sculpture","Libraries and Cultural Programs",102
"20251",-74.005063,40.724132,"Broome St Academy Charter High Schoo","Education, Child Welfare, and Youth",102
"20252",-73.996039,40.727008,"Notes in Motion","Libraries and Cultural Programs",102
"20253",-74.00679,40.732603,"St. Lukes's School","Education, Child Welfare, and Youth",102
"20254",-74.002715,40.728003,"Playground of the Americas","Parks, Gardens, and Historical Sites",102
"20255",-74.005441,40.729626,"Carmine Recreation Center","Parks, Gardens, and Historical Sites",102
"20256",-73.992632,40.730038,"Harvey Milk HS","Education, Child Welfare, and Youth",102
"20257",-74.005396,40.734894,"Quik Park Charles Street LLC","Core Infrastructure and Transportation",102
"20258",-73.998331,40.718695,"P.S. 130 Hernando De Soto","Education, Child Welfare, and Youth",102
"20259",-73.998741,40.728672,"Rattapallax, Incorporated","Libraries and Cultural Programs",102
"20260",-73.998355,40.734088,"Prevention Consultation & Education","Health and Human Services",102
"20261",-74.003159,40.720825,"Canal Parking Mgmt, LLC","Core Infrastructure and Transportation",102
"20262",-74.008171,40.732261,"Theatre for a New Audience","Libraries and Cultural Programs",102
"20263",-73.9948,40.720254,"Cpc Chungpak","Education, Child Welfare, and Youth",102
"20264",-73.991236,40.729513,"Astor Place","Parks, Gardens, and Historical Sites",102
"20265",-74.000864,40.737719,"Lenox Health Greenwich Village","Health and Human Services",102
"20266",-74.001178,40.7372,"NYC AIDS Memorial Park at St. Vincentâs Triangle","Parks, Gardens, and Historical Sites",102
"20267",-74.00109,40.736134,"7th Ave So Greenwich Av Sub","Core Infrastructure and Transportation",102
"20268",-73.99286,40.734307,"21 East 12th Street Parking LLC","Core Infrastructure and Transportation",102
"20269",-73.996778,40.736833,"FMS-Southern Manhattan Dialysis Center","Health and Human Services",102
"20270",-74.004563,40.738019,"Jane Street Garden","Parks, Gardens, and Historical Sites",102
"20271",-73.993151,40.734361,"12th Street Garage Corp.","Core Infrastructure and Transportation",102
"20272",-74.004713,40.733516,"TheaterTweed, Inc.","Libraries and Cultural Programs",102
"20273",-74.005143,40.72412,"The Door","Health and Human Services",102
"20274",-73.992723,40.724964,"Bowery Arts and Science","Libraries and Cultural Programs",102
"20275",-73.996819,40.726084,"Greenwich House East OTP","Health and Human Services",102
"20276",-74.004,40.740198,"Wonder-Village Youth Center","Education, Child Welfare, and Youth",102
"20277",-74.012726,40.729418,"Dusc Summer Camp","Education, Child Welfare, and Youth",102
"20278",-73.995325,40.736273,"Ronel Operating, LLC","Core Infrastructure and Transportation",102
"20279",-74.0005,40.733945,"Stonewall","Parks, Gardens, and Historical Sites",102
"20280",-74.001065,40.738018,"Lesbian and Gay Community Services Center, Inc.","Libraries and Cultural Programs",102
"20281",-74.001983,40.739219,"Friends Of The German American School Of New York, Inc.","Education, Child Welfare, and Youth",102
"20282",-73.992721,40.72978,"Harvey Milk High School","Education, Child Welfare, and Youth",102
"20283",-73.995617,40.720546,"Chinese Community Concerns Corp.","Education, Child Welfare, and Youth",102
"20284",-74.006817,40.723442,"NYS Department of Labor Lower Manhattan Workforce1 Career Center","Health and Human Services",102
"20285",-74.012726,40.729418,"Central Parking System Of New York,Inc.","Core Infrastructure and Transportation",102
"20286",-74.004949,40.725123,"Home for Contemporary Theatre & Art, Ltd.","Libraries and Cultural Programs",102
"20287",-74.00799,40.726278,"Federation Employ. & Guidance Svc.","Health and Human Services",102
"20288",-74.005553,40.724164,"The Door - Adolescent Health Center","Health and Human Services",102
"20289",-74.004793,40.728258,"PSTP PSychiatry and Nursing","Health and Human Services",102
"20290",-73.998598,40.726711,"University Plaza Nursery School","Education, Child Welfare, and Youth",102
"20291",-73.998675,40.728791,"American Institute of Architects","Libraries and Cultural Programs",102
"20292",-73.995184,40.730301,"ENSEMBLE MISE-EN, Inc.","Libraries and Cultural Programs",102
"20293",-73.996999,40.735579,"The New School","Education, Child Welfare, and Youth",102
"20294",-74.009011,40.73656,"Perry Kids Inc.","Education, Child Welfare, and Youth",102
"20295",-73.992919,40.734912,"Educational Alliance-West","Education, Child Welfare, and Youth",102
"20296",-73.994328,40.726041,"Paper Tiger Television, Inc.","Libraries and Cultural Programs",102
"20297",-74.00585,40.738447,"61 Jane Parking Corp.","Core Infrastructure and Transportation",102
"20298",-73.995412,40.730533,"PS 162 At NYU","Education, Child Welfare, and Youth",102
"20299",-74.002315,40.733587,"Christopher Park","Parks, Gardens, and Historical Sites",102
"20300",-74.000139,40.737363,"Quik Park West 12th St. LLC","Core Infrastructure and Transportation",102
"20301",-73.9953,40.718903,"Bowery Savings Bank","Parks, Gardens, and Historical Sites",102
"20302",-74.00469,40.723903,"The Door - A Center of Alternatives","Education, Child Welfare, and Youth",102
"20303",-73.994671,40.735942,"Waverly Job Center","Administration of Government",102
"20304",-74.001002,40.73907,"International Language Center","Education, Child Welfare, and Youth",102
"20305",-74.004233,40.72243,"Primary Information, Inc.","Libraries and Cultural Programs",102
"20306",-74.009208,40.733639,"Quik Park 150 Charles Street Garage LLC","Core Infrastructure and Transportation",102
"20307",-74.008536,40.73974,"Friends of the High Line","Libraries and Cultural Programs",102
"20308",-73.996112,40.721649,"DeSalvio Playground","Parks, Gardens, and Historical Sites",102
"20309",-74.001325,40.730682,"Minetta Playground","Parks, Gardens, and Historical Sites",102
"20310",-73.995288,40.734771,"P.S. M226","Education, Child Welfare, and Youth",102
"20311",-74.008536,40.73974,"Whitney Museum/High Line","Administration of Government",102
"20312",-73.9925,40.726993,"Firehouse, Engine Company 33","Parks, Gardens, and Historical Sites",102
"20313",-73.995639,40.732342,"8th Street Parking LLC","Core Infrastructure and Transportation",102
"20314",-73.998812,40.721046,"Center for Italian Modern Art","Libraries and Cultural Programs",102
"20315",-74.008171,40.732261,"Artsgenesis, Inc.","Libraries and Cultural Programs",102
"20316",-74.000196,40.71963,"Judd Foundation","Libraries and Cultural Programs",102
"20317",-74.005212,40.726733,"New York Public Radio","Libraries and Cultural Programs",102
"20318",-73.993642,40.7254,"Project St Beat Mobile Medical Unit","Health and Human Services",102
"20319",-73.99726,40.72949,"Liu-New York University Campus","Education, Child Welfare, and Youth",102
"20320",-74.00799,40.726278,"Federation Employment & Guidance Service, Inc.","Libraries and Cultural Programs",102
"20321",-73.999514,40.734443,"Jefferson Market Garden","Parks, Gardens, and Historical Sites",102
"20322",-74.004771,40.729263,"NYU Langone Occupational and Industrial Orthopaedic Center (OIOC)","Health and Human Services",102
"20323",-73.99827,40.7286,"Fiorello La Guardia Park","Parks, Gardens, and Historical Sites",102
"20324",-74.005441,40.729626,"Tony Dapolito Recreation Center","Parks, Gardens, and Historical Sites",102
"20325",-73.997237,40.73251,"New York Studio School","Education, Child Welfare, and Youth",102
"20326",-74.00531,40.731259,"Cherry Lane Alternative, Inc.","Libraries and Cultural Programs",102
"20327",-73.998391,40.718672,"P.S. 130 Hernando De Soto","Education, Child Welfare, and Youth",102
"20328",-74.0095,40.72585,"Brown, James, House","Parks, Gardens, and Historical Sites",102
"20329",-74.005427,40.737335,"Abingdon Square","Parks, Gardens, and Historical Sites",102
"20330",-73.995288,40.734771,"The First Presbyterian Church In The City Of N.Y.","Education, Child Welfare, and Youth",102
"20331",-74.002117,40.73301,"Sheridan Square Viewing Garden","Parks, Gardens, and Historical Sites",102
"20332",-74.00041,40.731958,"The Manhattan Kid's Club IIi, Inc.","Education, Child Welfare, and Youth",102
"20333",-73.992632,40.730038,"Urban Justice Center at the Hetrick Martin Institute","Education, Child Welfare, and Youth",102
"20334",-73.999167,40.734605,"Jefferson Mkt Library/ Park","Parks, Gardens, and Historical Sites",102
"20335",-74.004424,40.739756,"Notre Dame School","Education, Child Welfare, and Youth",102
"20336",-74.0005,40.732422,"West 4th Street Subway Station (IND)","Parks, Gardens, and Historical Sites",102
"20337",-74.007919,40.728484,"375 Hud Parking LLC","Core Infrastructure and Transportation",102
"20338",-73.993053,40.730462,"Champion Broadway Parking Corp","Core Infrastructure and Transportation",102
"20339",-74.00469,40.723903,"The Door-Alternatives","Education, Child Welfare, and Youth",102
"20340",-74.00504,40.722303,"Grand Canal Court Park","Core Infrastructure and Transportation",102
"20341",-73.9972,40.732389,"Whitney Museum of American Art (NY Studio School)","Parks, Gardens, and Historical Sites",102
"20342",-73.997189,40.727469,"University Settlement Society Of New York","Education, Child Welfare, and Youth",102
"20343",-73.999307,40.735626,"P.S. 041 Greenwich Village","Education, Child Welfare, and Youth",102
"20344",-73.9948,40.726666,"Robbins & Appleton Building","Parks, Gardens, and Historical Sites",102
"20345",-74.001295,40.738886,"Imperial Parking (Us) LLC","Core Infrastructure and Transportation",102
"20346",-74.00092,40.732764,"Academy Of St. Joseph Preschool","Education, Child Welfare, and Youth",102
"20347",-74.009424,40.725499,"Visions/Services For The Blind And Visually Impair","Health and Human Services",102
"20348",-74.004443,40.728809,"VillageCare Rehabilitation and Nursing Center","Health and Human Services",102
"20349",-74.003511,40.727275,"Charlton Plaza","Parks, Gardens, and Historical Sites",102
"20350",-73.995046,40.718724,"Victoria Children's Group, Inc.","Education, Child Welfare, and Youth",102
"20351",-73.994432,40.725106,"Hamilton Fish Park","Parks, Gardens, and Historical Sites",102
