"","the_geom","female_50_54","the_geom_webmercator","shared_puma","fp_500_mhhi","fp_100_mhhi","cd_tot_resunits","fp_500_resunits","fp_500_bldg","fp_100_resunits","cd_tot_bldgs","fp_100_bldg","moe_under18_rate_nyc","moe_under18_rate_boro","total_lot_area","lot_area_other_no_data","lot_area_parking","lot_area_open_space","lot_area_public_facility_institution","lot_area_transportation_utility","lot_area_industrial_manufacturing","lot_area_commercial_office","lot_area_mixed_use","lot_area_res_multifamily_elevator","lot_area_res_multifamily_walkup","lot_area_res_1_2_family_bldg","lots_total","lots_other_no_data","lots_vacant","lots_parking","lots_open_space","lots_public_facility_institution","lots_transportation_utility","lots_industrial_manufacturing","lots_commercial_office","lots_mixed_use","lots_res_multifamily_elevator","lots_res_multifamily_walkup","lots_res_1_2_family_bldg","pct_served_parks","count_public_schools","count_libraries","count_hosp_clinic","count_parks","crime_count_nyc","crime_count_boro","crime_count","pct_clean_strts_nyc","pop_acs","pop_2010","pop_2000","puma","borocd","fp_500_pop","fp_100_pop","lot_area_vacant","cb_email","cb_website","acs_tooltip","neighborhoods","son_issue_3","son_issue_2","son_issue_1","cd_son_fy2018","shared_puma_cd","cd_short_title","cd_full_title","fp_500_cost_burden","fp_100_cost_burden","fp_500_rent_burden","fp_100_rent_burden","fp_500_permortg","fp_100_permortg","fp_500_ownerocc","fp_100_ownerocc","fp_500_openspace","fp_100_openspace","fp_500_area","fp_100_area","pct_hispanic","pct_other_nh","pct_asian_nh","pct_black_nh","pct_white_nh","female_85_over","male_85_over","female_80_84","male_80_84","female_75_79","male_75_79","female_70_74","male_70_74","female_65_69","male_65_69","female_60_64","male_60_64","female_55_59","male_55_59","cartodb_id","male_50_54","female_45_49","male_45_49","female_40_44","male_40_44","female_35_39","male_35_39","female_30_34","male_30_34","female_25_29","male_25_29","female_20_24","male_20_24","female_15_19","male_15_19","female_10_14","male_10_14","female_5_9","male_5_9","female_under_5","male_under_5","moe_over65_rate_nyc","over65_rate_nyc","moe_over65_rate_boro","over65_rate_boro","moe_over65_rate","over65_rate","under18_rate_nyc","under18_rate_boro","moe_under18_rate","under18_rate","moe_lep_rate_nyc","lep_rate_nyc","moe_lep_rate_boro","lep_rate_boro","moe_lep_rate","lep_rate","moe_foreign_born","pct_foreign_born","pct_lot_area_other_no_data","pct_lot_area_vacant","pct_lot_area_parking","pct_lot_area_open_space","pct_lot_area_public_facility_institution","pct_lot_area_transportation_utility","pct_lot_area_industrial_manufacturing","pct_lot_area_commercial_office","pct_lot_area_mixed_use","pct_lot_area_res_multifamily_elevator","pct_lot_area_res_multifamily_walkup","pct_lot_area_res_1_2_family_bldg","crime_per_1000_nyc","crime_per_1000_boro","crime_per_1000","pct_clean_strts_boro","pct_clean_strts","moe_hh_rent_burd_nyc","pct_hh_rent_burd_nyc","moe_hh_rent_burd_boro","pct_hh_rent_burd_boro","moe_hh_rent_burd","pct_hh_rent_burd","moe_mean_commute_nyc","mean_commute_nyc","moe_mean_commute_boro","mean_commute_boro","moe_mean_commute","mean_commute","moe_unemnployment","unemployment_nyc","moe_unemployment_boro","unemployment_boro","moe_unemployment_cd","unemployment_cd","moe_bach_deg_nyc","pct_bach_deg_nyc","moe_bach_deg_boro","pct_bach_deg_boro","moe_bach_deg","pct_bach_deg","poverty_rate_nyc","poverty_rate_boro","moe_poverty_rate","poverty_rate","pop_change_00_10","area_sqmi","acres","acs_tooltip_2","acs_tooltip_3","fp_100_ownerocc_value","fp_500_ownerocc_value","fp_100_mortg_value","fp_500_mortg_value","fp_100_cost_burden_value","fp_500_cost_burden_value","fp_100_rent_burden_value","fp_500_rent_burden_value","subborough","borough"
"35",NA,4.2,NA,"false",36000,38000,39155,10179,6649,6806,35763,5700,0,NA,119683989,148135,1171755,17165823,2949494,1360258,681955,3656269,1962591,1417851,5992450,65384283,25174,41,936,264,133,118,145,62,399,804,15,976,21281,58,31,4,5,16,96515,19371,1258,96,137073,122396,127274,4113,410,20737,11919,17793125,"cb10qns@nyc.rr.com","www.nyc.gov/html/qnscb10","American Community Survey 2012-2016 5-Year Estimates for PUMA 4113, which is an approximation of Queens CD 10","Howard Beach, Lindenwood, Old Howard Beach, Ozone Park, South Ozone Park","Street conditions (roadway maintenance)","Resiliency","Quality of life issues (noise, graffiti, petty crime, etc.)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn10_statement_2018.pdf","","Queens CD 10","Queens Community District 10",0.3621751026,0.368450287,0.4605131623,0.4224240032,0.5258207934,0.5197185706,0.596004892,0.61375,0.254,0.011,3.04,1.48,25.7,16.6,21,15.1,21.6,1.2,0.6,0.8,0.5,1.3,1.1,1.6,1.2,2.3,2.1,2.8,3,3.7,3.4,52,4,3.8,3.6,3.7,3.4,3.2,3.6,3.2,3,3.6,3.7,4,3.8,2.9,3.2,3.1,3.4,2.8,2.7,2.9,2.8,0.1,13,0.1,13.7,0.7,12.6,21.2,20.5,0.9,21.4,0.1,23,0.2,28.9,0.8,13,1.2,45.4,0.001237718,0.148667547,0.009790407,0.143426227,0.024644015,0.011365413,0.005697963,0.030549358,0.016398108,0.011846622,0.050068936,0.546307685,11.8,9.1,9.70554,96.8,97.2,0.2,44.6,0.6,47.5,3.3,50.8,0.1,40.3,0.2,43,0.8,45,0.1,5.5,0.1,5,0.6,6.5,0.2,36.2,0.3,30.6,1.1,20.7,20.3,20.2,0.9,18.9,-0.04,6.1,3934.7,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4113, which is an approximation of Queens CD 10.","2010 Census population counts for floodplain area within Queens CD 10.",5401,5848,2807,3075,1990,2118,1070,1382,"South Ozone Park/Howard Beach","Queens"
"36",NA,4.4,NA,"false",52000,52000,44838,525,494,383,39082,360,0,NA,180457066,149484,858859,38678517,8890252,488263,351583,5362726,1543296,2993669,18985118,98464159,25806,37,524,128,139,161,48,10,416,354,22,954,23013,71,41,5,11,18,96515,19371,746,96,119917,116431,116404,4104,411,1477,1285,3691140,"QN11@cb.nyc.gov","www.nyc.gov/queenscb11","American Community Survey 2012-2016 5-Year Estimates for PUMA 4104, which is an approximation of Queens CD 11","Auburndale, Bayside, Douglaston, Hollis Hills, Little Neck, Oakland Gardens","Street conditions (roadway maintenance)","Quality of life issues (noise, graffiti, petty crime, etc.)","Parks","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn11_statement_2018.pdf","","Queens CD 11","Queens Community District 11",0.3962047154,0.3849829352,0.4983333333,0.4983333333,0.5462909718,0.5187713311,0.6964357229,0.6590193432,0.683,0.471,1.09,0.62,11.8,2.4,42.7,1.8,41.3,2.1,1,1.2,1,1.7,1.1,2.2,2,2.9,2.7,3.6,3.4,4.3,3.5,53,3.8,3.6,3.4,3.8,3.4,3.2,3.4,3.1,3,3.4,3.2,2.6,2.3,2.5,2.4,2.5,2.8,2.5,2.8,2.3,2.9,0.1,13,0.1,13.7,0.7,18,21.2,20.5,0.8,19.1,0.1,23,0.2,28.9,1.1,29.4,1.1,42.5,0.000828363,0.020454394,0.004759354,0.214336395,0.049265192,0.002705702,0.001948292,0.029717462,0.008552151,0.01658937,0.105205734,0.545637592,11.8,9.1,7.047723,96.8,98.8,0.2,44.6,0.6,47.5,3.5,44,0.1,40.3,0.2,43,0.8,42,0.1,5.5,0.1,5,0.4,3.6,0.2,36.2,0.3,30.6,1.2,43.4,20.3,20.2,0.9,13.5,0,9.4,5991.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4104, which is an approximation of Queens CD 11.","2010 Census population counts for floodplain area within Queens CD 11.",1465,1739,760,950,564,689,299,299,"Bayside/Little Neck","Queens"
"37",NA,3.8,NA,"false",88000,87000,126221,3099,6,3099,4749,6,0,0,37772332,2240,298017,7013848,4125270,1048219,35212,1521842,6783376,10044269,4428241,812680,4446,4,63,25,26,219,9,5,131,737,826,1954,447,100,48,5,14,17,96515,25961,1966,96,193715,209084,207699,3806,107,1436,1436,1659118,"office@cb7.org","www.nyc.gov/mcb7","American Community Survey 2012-2016 5-Year Estimates for PUMA 3806, which is an approximation of Manhattan CD 7","Lincoln Square, Manhattan Valley, Upper West Side","Social services (including services for the homeless)","Schools","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn07_statement_2018.pdf","","Manhattan CD 7","Manhattan Community District 7",0.1750841751,0.1705140043,0.3689519307,0.375219993,0.5439240894,0.5469375192,0.2741921947,0.2946671504,0.18,0.176,0.66,0.28,14.4,2.6,9.2,6,67.7,2,1.2,1.3,0.8,1.4,1.2,2.6,2.1,3.5,2.5,3.8,3,3.6,2.8,7,3.4,3.7,3.7,4.1,3.8,4.3,3.3,4.7,4.3,5.1,4,2.3,1.3,1.7,1.4,2,1.7,2,1.8,2.9,2.9,0.1,13,0.1,14.4,0.7,18.6,21.2,14.6,0.7,15.2,0.1,23,0.3,15.6,1,8.4,1.1,22.5,5.93e-05,0.043924161,0.007889823,0.18568745,0.109214067,0.027750974,0.000932217,0.040289861,0.179585841,0.265916041,0.117235044,0.021515219,11.8,15.7,9.673488,95.6,97.8,0.2,44.6,0.5,37.1,1.8,33.1,0.1,40.3,0.2,31.4,0.6,31,0.1,5.5,0.2,4.6,0.5,3.7,0.2,36.2,0.4,60.4,1.1,75.6,20.3,14.5,0.8,9,0.01,1.9,1220.2,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3806, which is an approximation of Manhattan CD 7.","2010 Census population counts for floodplain area within Manhattan CD 7.",3249,3267,1777,1777,554,572,2132,2341,"Soundview/Parkchester","Bronx"
"38",NA,3.3,NA,"false",73000,72000,150169,20696,264,15606,6015,178,0,0,38262303,72220,254050,1376673,5364601,826342,142360,1524909,8341096,14129234,3456503,2035080,5598,17,67,35,10,312,37,23,275,1589,974,1219,1040,95,30,5,37,23,96515,25961,1937,96,221922,219920,217063,3805,108,10647,7223,739235,"info@cb8m.com","www.cb8m.com","American Community Survey 2012-2016 5-Year Estimates for PUMA 3805, which is an approximation of Manhattan CD 8","Carnegie Hill, Lenox Hill, Roosevelt Island, Upper East Side, Yorkville","Schools","Parks","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn08_statement_2018.pdf","","Manhattan CD 8","Manhattan Community District 8",0.2487935657,0.2795945062,0.472915092,0.4732006126,0.5126005362,0.5094833224,0.2141094082,0.1936914112,0.044,0.044,0.63,0.32,9,2.8,9.3,2.8,76,1.9,1.1,1.6,1.1,2.1,1.3,2.6,2.1,3.6,2.4,3.4,2.4,2.9,2.6,8,2.8,3.2,2.9,3.6,2.9,4.5,4.1,6.6,4.5,7.2,4.3,2.2,1.7,1.2,1.2,1.6,1.7,2.2,1.8,2.6,3,0.1,13,0.1,14.4,0.7,19.6,21.2,14.6,0.7,14.6,0.1,23,0.3,15.6,0.7,6.1,1.2,23.2,0.001887497,0.019320191,0.006639694,0.035979878,0.14020591,0.021596766,0.003720633,0.039854083,0.217997751,0.369272963,0.090337035,0.053187598,11.8,15.7,8.826581,95.6,97.4,0.2,44.6,0.5,37.1,1.8,33.4,0.1,40.3,0.2,31.4,0.6,31,0.1,5.5,0.2,4.6,0.4,2.7,0.2,36.2,0.4,60.4,1.1,80.1,20.3,14.5,0.6,7.3,0.01,2,1266.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3805, which is an approximation of Manhattan CD 8.","2010 Census population counts for floodplain area within Manhattan CD 8.",3058,3730,1558,1912,855,928,5253,5631,"Throgs Neck/Co-op City","Bronx"
"39",NA,3.6,NA,"false",25000,25000,59816,7669,112,5576,4621,45,0,0,25592284,31420,207666,1436352,3716023,170543,177339,1278643,5808961,5592375,5292812,956899,4394,9,202,38,54,286,14,17,127,708,288,2089,562,99,74,6,35,21,96515,25961,1952,96,135967,115723,107109,3803,110,7880,2372,923251,"MN10CB@cb.nyc.gov","www.nyc.gov/html/mancb10","American Community Survey 2012-2016 5-Year Estimates for PUMA 3803, which is an approximation of Manhattan CD 10","Central Harlem","Trash removal & cleanliness","Commercial development (retail mix, small business and MWBE support, etc.)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn10_statement_2018.pdf","","Manhattan CD 10","Manhattan Community District 10",0.1588785047,0.1081081081,0.5064079744,0.4572377526,0.1604361371,0.07387387387,0.0968471866,0.1259360109,0.017,0.016,0.31,0.14,23.6,3.2,3.2,57.1,13.1,1.2,0.2,0.8,0.3,0.8,0.6,1.4,0.8,1.8,1.4,2.7,2.1,3.5,2.5,10,3.8,3.3,3.1,3.7,3.7,3.9,3.2,5.2,4.4,5.6,4.8,3.9,4.2,2.6,2.4,2.8,2.9,2.8,2.6,3.7,3.8,0.1,13,0.1,14.4,0.5,9.3,21.2,14.6,0.9,21.5,0.1,23,0.3,15.6,1,11.3,1.2,23,0.001227714,0.036075366,0.008114399,0.056124416,0.145200913,0.006663844,0.006929393,0.049962051,0.226980953,0.218518011,0.206812803,0.037390137,11.8,15.7,15.755434,95.6,92.1,0.2,44.6,0.5,37.1,2,40.1,0.1,40.3,0.2,31.4,0.7,37,0.1,5.5,0.2,4.6,0.8,7.6,0.2,36.2,0.4,60.4,1.4,36.1,20.3,14.5,1.2,21.1,0.08,1.4,897.1,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3803, which is an approximation of Manhattan CD 10.","2010 Census population counts for floodplain area within Manhattan CD 10.",555,642,41,103,60,102,1652,2845,"Williamsbridge/Baychester","Bronx"
"40",NA,3.2,NA,"false",21000,22000,56222,33248,1613,23471,3262,1063,0,0,55798418,57971,825865,24678274,5442095,4803617,321730,1165302,3553083,9801961,2488827,162962,3169,17,279,131,61,240,39,76,171,790,217,1044,104,100,89,4,54,36,96515,25961,1983,96,122550,120511,117743,3804,111,55060,32448,2496731,"mn11@cb.nyc.gov","www.cb11m.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3804, which is an approximation of Manhattan CD 11","East Harlem, Harlem, Randall's Island Park, Wards Island Park","Unemployment","Neighborhood preservation (development trends)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn11_statement_2018.pdf","","Manhattan CD 11","Manhattan Community District 11",0.1520249221,0.1171450737,0.4703068799,0.4588901116,0.4249221184,0.3560899922,0.05391152464,0.05895266408,0.848,0.843,2.9,1.45,45.2,2.3,7.5,29.8,15.2,1.2,0.6,1.1,0.5,1.7,0.8,1.7,1,2.2,1.3,3.2,2.2,3.1,2.5,11,2.9,3.5,2.6,3.6,2.7,3.9,3,4.6,4.5,5.2,5,4,4.3,3.3,3.5,2.9,3.3,2.6,2.8,2.5,3,0.1,13,0.1,14.4,0.6,12.1,21.2,14.6,0.9,21,0.1,23,0.3,15.6,1.3,20,1.4,24.3,0.001038936,0.044745552,0.014800868,0.442275514,0.097531349,0.086088767,0.005765934,0.02088414,0.063677128,0.175667364,0.044603899,0.002920549,11.8,15.7,16.355851,95.6,95.6,0.2,44.6,0.5,37.1,1.9,38.1,0.1,40.3,0.2,31.4,1,35,0.1,5.5,0.2,4.6,0.6,5.9,0.2,36.2,0.4,60.4,1.4,32.5,20.3,14.5,1.4,23.1,0.02,2.4,1518.5,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3804, which is an approximation of Manhattan CD 11.","2010 Census population counts for floodplain area within Manhattan CD 11.",1289,1605,459,682,151,244,8757,12291,"Other_Bronx","Bronx"
"41",NA,3,NA,"false",22000,22000,73244,5002,240,1167,2883,75,0,0,60896982,92592,1058087,30551088,5151586,2191626,250636,1721198,5759375,6700805,5379683,302002,2739,7,91,88,43,192,54,11,189,562,398,928,176,100,70,3,33,21,96515,25961,2057,96,218698,190020,208414,3801,112,11674,397,1738304,"ebsmith@cb.nyc.gov","www.nyc.gov/html/mancb12","American Community Survey 2012-2016 5-Year Estimates for PUMA 3801, which is an approximation of Manhattan CD 12","Inwood, Washington Heights","Schools","Neighborhood preservation (development trends)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn12_statement_2018.pdf","","Manhattan CD 12","Manhattan Community District 12",0.1612903226,0.1673469388,0.5393870602,0.5460883036,0.4516129032,0.5142857143,0.1065800783,0.1487101669,0.916,0.915,2.17,1.07,70.1,1.5,2.7,7.8,17.8,1.5,0.6,0.9,0.5,1.3,0.8,1.5,1.5,2.2,1.7,2.9,2.8,3.2,2.7,12,2.9,3.5,3.5,3.1,3.2,3.7,3.7,4.6,4.7,5.4,6,4.2,4.2,2.6,2.6,2.1,2.4,2.2,2.4,2.8,3,0.1,13,0.1,14.4,0.5,12.5,21.2,14.6,0.7,17.8,0.1,23,0.3,15.6,1.1,37.9,1.1,47.4,0.001520469,0.028544994,0.017375032,0.501684763,0.084595095,0.035989074,0.004115738,0.028264094,0.094575705,0.110035092,0.088340716,0.004959228,11.8,15.7,9.273328,95.6,92.9,0.2,44.6,0.5,37.1,1.6,46.7,0.1,40.3,0.2,31.4,0.7,40,0.1,5.5,0.2,4.6,0.5,7.9,0.2,36.2,0.4,60.4,1.1,32.2,20.3,14.5,1.1,19.9,-0.09,2.8,1790,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3801, which is an approximation of Manhattan CD 12.","2010 Census population counts for floodplain area within Manhattan CD 12.",980,1116,504,504,164,180,2820,4752,"Other_Bronx","Bronx"
"42",NA,3.6,NA,"false",30000,27000,64754,4296,2602,3012,49028,1525,0,0,301120738,2218399,4353496,45762592,19057243,24036236,9677076,15786056,4260498,6392587,12874043,129338235,39201,132,1990,496,171,353,280,268,868,892,62,1126,32563,65,57,7,20,52,96515,2779,1609,96,172369,175756,162609,3903,501,4856,2280,27364277,"sicb1@si.rr.com","www1.nyc.gov/site/statenislandcb1/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3903, which is an approximation of Staten Island CD 1","Arlington, Castleton Corners, Clifton, Elm Park, Fox Hills, Graniteville, Grymes Hill, Howland Hook, Livingston, Mariner's Harbor, New Brighton, Old Place, Park Hill, Port Ivory, Port Richmond, Randall Manor, Rosebank, Shore Acres, Silver Lake, St. George, Stapleton, Sunnyside, Tompkinsville, Ward Hill, West Brighton, West New Brighton, Westerliegh, Willowbrook","Other","Transit (buses & subways)","Traffic","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/si01_statement_2018.pdf","","Staten Island CD 1","Staten Island Community District 1",0.3709295072,0.3668546975,0.5514644351,0.5537827178,0.7868995633,0.7786422875,0.4367371404,0.4186482085,0.976,0.966,6.21,3.36,29.3,3.1,7.5,22.1,38,1.2,0.4,0.8,0.6,1.2,0.9,1.5,1.1,2.3,2.1,3,2.9,3.3,3,57,3.4,3.6,3.3,3.3,3.2,3.3,3.1,3.4,3.5,3.6,3.7,3.6,3.9,3.2,3.7,3.5,3.2,3.4,3.5,3.3,3.3,0.1,13,0.1,14.5,0.4,12.1,21.2,22.4,0.5,24.3,0.1,23,0.3,10.7,0.8,12.7,0.9,24.2,0.007367141,0.090874767,0.014457643,0.151974229,0.063287714,0.079822586,0.032136863,0.05242434,0.014148803,0.021229315,0.042753757,0.429522841,11.8,6.5,9.734195,98.6,96.1,0.2,44.6,1.9,46.5,2.2,48.6,0.1,40.3,0.5,43.2,1,43,0.1,5.5,0.2,3.6,0.4,3.9,0.2,36.2,0.7,31.4,1,29.4,20.3,15.8,1.9,21.2,0.08,13.5,8653.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3903, which is an approximation of Staten Island CD 1.","2010 Census population counts for floodplain area within Staten Island CD 1.",5141,8015,4003,6307,1886,2973,3089,4613,"North Shore","Staten Island"
"43",NA,3,NA,"false",88000,92000,99158,20058,222,18432,3098,160,0,0,26242286,62052,226745,913368,4327560,1642040,20650,3687669,8217339,4767476,1286230,418927,2852,7,56,28,37,220,40,5,335,839,482,557,246,92,27,3,44,16,96515,25961,1605,96,146750,142745,136152,3808,106,14084,9455,672230,"office@cbsix.org","www.cbsix.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3808, which is an approximation of Manhattan CD 6","Beekman Place, Gramercy Park, Murray Hill, Peter Cooper Village, Stuyvesant Town, Sutton Place, Tudor City, Turtle Bay","Senior services","Parks","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn06_statement_2018.pdf","","Manhattan CD 6","Manhattan Community District 6",0.1761627907,0.1930960086,0.4413843088,0.4084170253,0.3773255814,0.4088457389,0.1222806768,0.1602281566,0.014,0.012,0.57,0.33,8.7,2.9,15.8,3.2,69.4,1.6,0.9,1.4,1,1.6,1.5,2.4,1.6,2.9,2.2,3.1,2.3,2.7,3,6,2.9,2.9,2.6,3.2,2.8,3.4,3.3,5.8,5.7,9.2,7.3,5.5,3.1,2.3,1,0.8,0.9,1,1,2,1.9,0.1,13,0.1,14.4,1,17.2,21.2,14.6,0.9,8.7,0.1,23,0.3,15.6,0.8,5.8,1.2,22.4,0.002364581,0.02561629,0.008640444,0.0348052,0.16490789,0.062572293,0.000786898,0.140523924,0.313133505,0.181671521,0.049013642,0.015963815,11.8,15.7,11.039954,95.6,96.4,0.2,44.6,0.5,37.1,2.1,33.7,0.1,40.3,0.2,31.4,0.6,27,0.1,5.5,0.2,4.6,0.5,2.8,0.2,36.2,0.4,60.4,1.3,79,20.3,14.5,0.8,10,0.05,1.4,888.5,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3808, which is an approximation of Manhattan CD 6.","2010 Census population counts for floodplain area within Manhattan CD 6.",1854,1720,758,649,358,303,3416,4872,"Riverdale/Kingsbridge","Bronx"
"44",NA,4.1,NA,"false",37000,26000,75715,0,0,0,58201,0,0,NA,183714816,1091912,4312477,11896614,13490785,5320554,6756248,7304070,3723130,8449222,5466661,111660553,41400,148,1235,543,56,503,215,332,750,1339,111,1214,34954,75,100,12,35,31,96515,19371,2837,96,239699,225919,223602,4112,412,0,0,4242590,"qn12@cb.nyc.gov","www.nyc.gov/qcb12","American Community Survey 2012-2016 5-Year Estimates for PUMA 4112, which is an approximation of Queens CD 12","Hollis, Jamaica, Jamaica Center, North Springfield Gardens, Rochdale, South Jamaica, St. Albans","Street flooding","Senior services","Schools","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn12_statement_2018.pdf","","Queens CD 12","Queens Community District 12",0.5603448276,0.4262295082,0.2571428571,0.5024154589,0.7112068966,0.7803278689,0.657223796,0.5637707948,0.151,0.151,0.15,0.15,16.9,7.7,11.6,62.1,1.7,1.2,0.5,1,0.5,1.4,0.8,1.8,1.1,2.3,1.7,2.9,2.2,3.6,3,54,3.3,3.9,3.2,3.4,3.1,3.6,2.8,3.7,3.5,4.1,3.8,3.7,3.9,3.2,3.3,3.1,3.5,3.1,3,3.3,3.5,0.1,13,0.1,13.7,0.4,12.2,21.2,20.5,0.6,23.6,0.1,23,0.2,28.9,0.6,14.2,1,42.2,0.005943516,0.023093347,0.023473757,0.064755877,0.073433299,0.028960941,0.036775738,0.039757654,0.020265812,0.045990967,0.029756234,0.607792858,11.8,9.1,12.532472,96.8,96.3,0.2,44.6,0.6,47.5,1.9,48.9,0.1,40.3,0.2,43,0.7,49,0.1,5.5,0.1,5,0.5,8.1,0.2,36.2,0.3,30.6,0.8,20.8,20.3,20.2,0.8,20.4,0.01,9.6,6137.1,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4112, which is an approximation of Queens CD 12.","2010 Census population counts for floodplain area within Queens CD 12.",305,232,238,165,130,130,104,27,"Jamaica","Queens"
"45",NA,3.4,NA,"false",23000,44000,68264,491,401,9,15237,85,0,0,62056220,322059,1356132,463907,11070247,1056646,1364786,4856692,2702745,5480361,5751298,26339612,12712,20,382,227,15,136,77,68,338,383,159,1692,9215,86,47,3,34,6,96515,20128,1228,96,129501,113232,110706,3704,211,2365,296,1291735,"bx11@cb.nyc.gov","www.nyc.gov/bxcb11","American Community Survey 2012-2016 5-Year Estimates for PUMA 3704, which is an approximation of Bronx CD 11","Allerton, Bronxdale, Indian Village, Morris Park, Pelham Gardens, Pelham Parkway, Van Nest","Not submitted","Not submitted","Not submitted","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx11_statement_2018.pdf","","Bronx CD 11","Bronx Community District 11",0.5147058824,0.2705882353,0.5586206897,0.4939965695,0.5171568627,0.4,0.7272727273,0.1167582418,0.004,0,0.64,0.28,47,2.2,7.6,21.5,21.8,1.7,0.5,1.4,0.8,1.3,1.1,1.7,1.4,2.2,1.7,2.7,2.2,3.2,2.8,23,3.2,3.5,3.2,3.6,3.3,3.5,3.7,4,3.7,4.1,4.3,3.7,3.4,2.8,3.6,2.8,3.2,3.2,3.2,3.1,3.1,0.1,13,0.1,11.3,0.6,13.6,21.2,25.6,0.9,22.7,0.1,23,0.3,26,1,22.7,1.3,34.7,0.005189794,0.02081556,0.021853281,0.007475592,0.178390611,0.017027238,0.021992735,0.078262775,0.043553168,0.08831284,0.092678832,0.424447574,11.8,14.3,9.378153,95.2,98,0.2,44.6,0.5,50.6,1.8,46.9,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.7,7.6,0.2,36.2,0.3,19.1,1.1,23.8,20.3,25.8,1.2,20.5,0.02,3.6,2302.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3704, which is an approximation of Bronx CD 11.","2010 Census population counts for floodplain area within Bronx CD 11.",85,408,34,211,23,210,288,81,"Bensonhurst","Brooklyn"
"46",NA,4.1,NA,"false",34000,37000,49152,12047,10899,8391,39870,7755,0,0,436553759,1362752,1673118,111867400,42547082,30582897,5573779,22490689,1784424,3416049,11408082,129182726,34685,54,2365,172,219,186,127,87,790,309,20,531,29825,68,42,3,22,25,96515,2779,666,96,135323,132003,127071,3902,502,30058,20686,74664761,"dderrico@cb.nyc.gov","www.cb2si.com/","American Community Survey 2012-2016 5-Year Estimates for PUMA 3902, which is an approximation of Staten Island CD 2","Arrochar, Bloomfield, Bulls Head, Chelsea, Concord, Dongan Hills, Egbertville, Emerson Hill, Grant City, Grasmere, Heartland Village, Lighthouse Hill, Manor Heights, Midland Beach, New Dorp, New Dorp Beach, New Springville, Old Town, South Beach, Todt Hill, Travis, Willowbrook","Other","Traffic","Senior services","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/si02_statement_2018.pdf","","Staten Island CD 2","Staten Island Community District 2",0.4197514455,0.4097156193,0.5460696804,0.5678648596,0.6917658005,0.6888235803,0.6308485662,0.631599061,2.702,2.652,17.07,8.94,13.6,1.9,12.5,3.7,68.3,1.7,0.8,1.5,0.7,1.3,1.1,2.2,1.7,2.8,2.3,3.6,3.4,3.8,3.3,58,3.4,3.7,3.6,3.7,3.2,3.1,2.7,3,3.1,3.2,3.3,3.3,2.9,3,3,3,3,2.6,3,2.6,2.9,0.1,13,0.1,14.5,0.4,16.3,21.2,22.4,0.7,20.9,0.1,23,0.3,10.7,0.9,13.8,1.2,26.8,0.003121613,0.171032226,0.003832559,0.256251144,0.097461266,0.070055283,0.012767681,0.051518716,0.004087524,0.007825036,0.026132136,0.295914818,11.8,6.5,6.441562,98.6,99.9,0.2,44.6,1.9,46.5,3.4,46.8,0.1,40.3,0.5,43.2,0.9,41,0.1,5.5,0.2,3.6,0.3,3.4,0.2,36.2,0.7,31.4,1.4,32.2,20.3,15.8,1,14.4,0.04,21.3,13617.2,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3902, which is an approximation of Staten Island CD 2.","2010 Census population counts for floodplain area within Staten Island CD 2.",11569,15047,7969,10409,4740,6316,2891,3793,"Mid-Island","Staten Island"
